Data set,All Authors affiliated with Dartmouth College,,,,,,,,,,
Entity,Dartmouth College,,,,,,,,,,
Year range,2013 to >2023,,,,,,,,,,
Types of publications included,all publication types,,,,,,,,,,
Self-citations,included,,,,,,,,,,
,,,,,,,,,,,
Data source,Scopus,,,,,,,,,,
Date last updated,12-Jun-24,,,,,,,,,,
,,,,,,,,,,,
Name,Scholarly Output,Most recent publication,Citations,Citations per Publication,Field-Weighted Citation Impact,h-index,Output in Top 10% Citation Percentiles (field-weighted),Oldest publication (since 1996),Scopus author ID,Scopus author profile,Primary author affiliation
"Lee, Yuchi",4,2022,165,41.3,3.24,7,1,2014,56096620200,https://www.scopus.com/authid/detail.url?authorId=56096620200,Ascendis Pharma
"Muñoz-Muriana, Sara",4,2022,1,0.3,0,1,0,2013,56150234100,https://www.scopus.com/authid/detail.url?authorId=56150234100,Dartmouth College
"Jimenez, Daniel Enrique",4,2015,388,97,2.8,18,4,2010,14054089500,https://www.scopus.com/authid/detail.url?authorId=14054089500,University of Miami
"Muetzel, Bjoern",4,2021,1,0.3,0,2,0,2017,6507291952,https://www.scopus.com/authid/detail.url?authorId=6507291952,Eckerd College
"Black, Dirk E.",4,2020,155,38.8,1.96,8,1,2016,26530530100,https://www.scopus.com/authid/detail.url?authorId=26530530100,University of Nebraska-Lincoln
"Tepfer, Lindsey J.",4,2023,11,2.8,0.59,3,0,2022,57219216459,https://www.scopus.com/authid/detail.url?authorId=57219216459,Dartmouth College
"Bradley, Ann",4,2023,66,16.5,1.57,3,1,2018,57200631602,https://www.scopus.com/authid/detail.url?authorId=57200631602,Dartmouth College
"Flynn, D. J.",4,2019,647,161.8,14.65,8,2,2017,57190621988,https://www.scopus.com/authid/detail.url?authorId=57190621988,IE University
"Mentch, Jeff",4,2023,102,25.5,1.55,4,0,2019,57210840182,https://www.scopus.com/authid/detail.url?authorId=57210840182,Harvard University
"Muhlestein, David B.",4,2020,137,34.3,1.85,10,1,2016,55842037200,https://www.scopus.com/authid/detail.url?authorId=55842037200,Unknown affiliation
"Leblond, Frédéric L.",4,2014,40,10,0.43,27,6,2009,55165313100,https://www.scopus.com/authid/detail.url?authorId=55165313100,Centre Hospitalier de L'Universite de Montreal
"Leblond, Frédéric L.",4,2014,40,10,0.43,27,6,2009,55165313100,https://www.scopus.com/authid/detail.url?authorId=55165313100,University of Montreal
"Buggé, Deenie M.",4,2017,133,33.3,0.76,9,0,2012,14059550800,https://www.scopus.com/authid/detail.url?authorId=14059550800,Unknown affiliation
"Khatchikian, Camilo Eduardo",4,2024,1,0.3,0.74,15,0,2023,6507683445,https://www.scopus.com/authid/detail.url?authorId=6507683445,Dartmouth College
"Stevenson, Michael J.",4,2017,101,25.3,1.11,8,1,2015,56849921000,https://www.scopus.com/authid/detail.url?authorId=56849921000,University of San Francisco
"Comi, Richard J.",4,2023,73,18.3,0.94,11,2,2000,26643422000,https://www.scopus.com/authid/detail.url?authorId=26643422000,Dartmouth College
"Liang, Shuting",4,2021,43,10.8,4.1,2,1,2021,57221928111,https://www.scopus.com/authid/detail.url?authorId=57221928111,Dartmouth College
"Singh, Gurprit",4,2020,27,6.8,0.68,8,0,2016,56317067800,https://www.scopus.com/authid/detail.url?authorId=56317067800,Max Planck Institute for Informatics
"Ouyang, Bingjie",4,2019,63,15.8,0.64,8,0,2017,55749324700,https://www.scopus.com/authid/detail.url?authorId=55749324700,Unknown affiliation
"Worthen, Jennifer M.",4,2020,223,55.8,1.65,4,1,2016,57192264884,https://www.scopus.com/authid/detail.url?authorId=57192264884,Unknown affiliation
"Wang, Dilin",4,2017,586,146.5,7.83,15,3,2016,57192251307,https://www.scopus.com/authid/detail.url?authorId=57192251307,Unknown affiliation
"Kim, J. W.",4,2019,53,13.3,0.71,36,0,2018,15757728100,https://www.scopus.com/authid/detail.url?authorId=15757728100,Dartmouth College
"Whaley, Lindsay J.",4,2023,24,6,3.52,8,3,1996,6603434471,https://www.scopus.com/authid/detail.url?authorId=6603434471,Dartmouth College
"Miller, Kristi E.",4,2023,28,7,0.74,6,0,2020,56564594400,https://www.scopus.com/authid/detail.url?authorId=56564594400,Dartmouth College
"Cooley, William Carl",4,2018,530,132.5,10.89,29,6,2005,7006060329,https://www.scopus.com/authid/detail.url?authorId=7006060329,Dartmouth College
"Shaw, Jonathan S.",4,2022,3,0.8,0.14,3,0,2019,56449920200,https://www.scopus.com/authid/detail.url?authorId=56449920200,Unknown affiliation
"Post, Margaret A.",4,2023,10,2.5,4.16,3,2,2015,57204555306,https://www.scopus.com/authid/detail.url?authorId=57204555306,Clark University
"Jacobs, Valerie L.",4,2015,199,49.8,2.03,8,1,2011,50861335800,https://www.scopus.com/authid/detail.url?authorId=50861335800,Dartmouth College
"Sabharwal, Parth",4,2024,27,6.8,0.99,2,1,2020,57220108126,https://www.scopus.com/authid/detail.url?authorId=57220108126,Dartmouth College
"Agudelo Rueda, Jeffersson A.",4,2024,11,2.8,0.38,5,0,2022,57222812711,https://www.scopus.com/authid/detail.url?authorId=57222812711,Dartmouth College
"Croitoru, Daniel P.",4,2024,66,16.5,0.74,16,1,2014,6603333266,https://www.scopus.com/authid/detail.url?authorId=6603333266,Dartmouth College
"Masini, Alberto",4,2020,49,12.3,0.54,14,0,2018,57188997719,https://www.scopus.com/authid/detail.url?authorId=57188997719,International School for Advanced Studies
"Gutierrez-Perez, Cecilia",4,2023,11,2.8,0.47,2,0,2022,57684039700,https://www.scopus.com/authid/detail.url?authorId=57684039700,Dartmouth College
"Mason, Nena Lundgreen",4,2024,2,0.5,0.21,3,0,2022,57061919300,https://www.scopus.com/authid/detail.url?authorId=57061919300,Dartmouth College
"Howell, Scott K.",4,2021,139,34.8,1.21,16,3,1997,57201566554,https://www.scopus.com/authid/detail.url?authorId=57201566554,Dartmouth College
"Fang, Chen",4,2015,270,67.5,1.35,23,2,2011,55085174900,https://www.scopus.com/authid/detail.url?authorId=55085174900,Tencent
"Avishai, Bernard",4,2017,1,0.3,0,2,0,2014,26431707000,https://www.scopus.com/authid/detail.url?authorId=26431707000,Hebrew University of Jerusalem
"Couse, Leslie J.",4,2015,5,1.3,0.27,7,0,2015,10640039800,https://www.scopus.com/authid/detail.url?authorId=10640039800,University of New Hampshire
"Xia, Luxi",4,2020,30,7.5,0.34,12,1,2005,16023365500,https://www.scopus.com/authid/detail.url?authorId=16023365500,Dartmouth College
"Desrochers, Stephanie S.",4,2023,14,3.5,0.46,3,0,2021,57219816544,https://www.scopus.com/authid/detail.url?authorId=57219816544,Dartmouth College
"Wang, Yuting",4,2024,36,9,1.34,2,1,2022,57538894100,https://www.scopus.com/authid/detail.url?authorId=57538894100,Dartmouth College
"Carpenter, Margaret C.",4,2024,44,11,0.56,3,0,2020,57216711080,https://www.scopus.com/authid/detail.url?authorId=57216711080,Dartmouth College
"Gors, Jason D.",4,2017,239,59.8,1.95,5,2,2012,55272252200,https://www.scopus.com/authid/detail.url?authorId=55272252200,Dartmouth College
"Rojas, Itzel Y.",4,2020,204,51,2.41,5,1,2016,57188629232,https://www.scopus.com/authid/detail.url?authorId=57188629232,Dartmouth-Hitchcock Clinic
"Sangwan, Rahul",4,2015,192,48,5.56,4,4,2013,55948778600,https://www.scopus.com/authid/detail.url?authorId=55948778600,Dartmouth College
"Kassler-Taub, Elizabeth",4,2024,3,0.8,0.6,1,1,2019,57190587524,https://www.scopus.com/authid/detail.url?authorId=57190587524,Dartmouth College
"Gibson, Timothy M.",4,2021,63,15.8,1.66,13,1,2019,55683408600,https://www.scopus.com/authid/detail.url?authorId=55683408600,Colorado College
"Conroy, Joanne Mather",4,2024,17,4.3,1.32,3,0,2022,57430485800,https://www.scopus.com/authid/detail.url?authorId=57430485800,Dartmouth College
"Panaitiu, Alexandra E.",4,2022,81,20.3,0.83,4,1,2015,41862286600,https://www.scopus.com/authid/detail.url?authorId=41862286600,Unknown affiliation
"Williams, Trenika J.",4,2021,14,3.5,0.38,2,0,2019,57205884538,https://www.scopus.com/authid/detail.url?authorId=57205884538,Dartmouth College
"Golding, Narayana",4,2014,45,11.3,0.35,7,0,2010,36124707700,https://www.scopus.com/authid/detail.url?authorId=36124707700,Massachusetts Institute of Technology
"Lisi, George P.",4,2016,139,34.8,1.07,18,0,2014,37089080700,https://www.scopus.com/authid/detail.url?authorId=37089080700,Brown University
"Clay, Michelle E.",4,2020,118,29.5,1.62,8,1,2018,56060093500,https://www.scopus.com/authid/detail.url?authorId=56060093500,Dartmouth College
"Skinner, Lucy E.",4,2023,80,20,1.28,5,1,2016,57194727448,https://www.scopus.com/authid/detail.url?authorId=57194727448,Dartmouth College
"Christy, Marc A.",4,2015,469,117.3,3.85,6,3,2010,35763754300,https://www.scopus.com/authid/detail.url?authorId=35763754300,Dartmouth College
"Skopelja, Sladjana",4,2017,117,29.3,1.35,4,1,2013,55912119000,https://www.scopus.com/authid/detail.url?authorId=55912119000,Dartmouth College
"Zhou, Jie",4,2023,46,11.5,1.29,3,1,2021,57270959100,https://www.scopus.com/authid/detail.url?authorId=57270959100,Dartmouth College
"Yim, Gyeyoon",4,2024,21,5.3,0.42,4,0,2022,57220783681,https://www.scopus.com/authid/detail.url?authorId=57220783681,Dartmouth College
"Fitzpatrick, Paxton C.",4,2024,40,10,0.84,2,0,2018,57201703665,https://www.scopus.com/authid/detail.url?authorId=57201703665,Dartmouth College
"Greenberg, Mark L.",4,2017,8,2,0.12,49,0,2004,7402792361,https://www.scopus.com/authid/detail.url?authorId=7402792361,Unknown affiliation
"Normandin, Erica",4,2018,228,57,1.32,15,1,2014,56246535600,https://www.scopus.com/authid/detail.url?authorId=56246535600,Harvard University
"Swenson, Rand S.",4,2016,34,8.5,0.44,5,0,1996,7103079721,https://www.scopus.com/authid/detail.url?authorId=7103079721,Dartmouth College
"Schiebout, Courtney T.",4,2023,21,5.3,1.74,4,1,2022,57204694587,https://www.scopus.com/authid/detail.url?authorId=57204694587,Dartmouth College
"Troyka, Justin M.",4,2019,6,1.5,0.16,1,0,2018,57207691114,https://www.scopus.com/authid/detail.url?authorId=57207691114,Davidson College
"Read, Jackson T.",4,2022,22,5.5,0.52,3,0,2020,57210900625,https://www.scopus.com/authid/detail.url?authorId=57210900625,University of Texas at Austin
"Doherty, Julie R.",4,2023,106,26.5,1.54,3,1,2019,57208088599,https://www.scopus.com/authid/detail.url?authorId=57208088599,Dartmouth College
"Vidal, Nahid Y.",4,2020,5,1.3,0.33,4,0,2018,56448358100,https://www.scopus.com/authid/detail.url?authorId=56448358100,"Mayo Clinic Rochester, MN"
"Canavan, Chelsey R.",4,2024,11,2.8,0.63,12,0,2022,57190134914,https://www.scopus.com/authid/detail.url?authorId=57190134914,Dartmouth College
"Greggor, Alison Linda",4,2017,152,38,1.11,16,1,2016,56262165800,https://www.scopus.com/authid/detail.url?authorId=56262165800,Zoological Society of San Diego
"Solberg, Peder C.",4,2023,4,1,0.13,1,0,2022,57435595100,https://www.scopus.com/authid/detail.url?authorId=57435595100,Dartmouth College
"Rovinski-Wagner, Christine",4,2021,4,1,0.72,2,0,2018,57205717033,https://www.scopus.com/authid/detail.url?authorId=57205717033,Department of Veterans Affairs
"Bender, Alex C.",4,2020,132,33,1.31,8,1,2012,50460980300,https://www.scopus.com/authid/detail.url?authorId=50460980300,Harvard University
"Berry, Charlotte E.",4,2024,6,1.5,1.52,4,1,2020,57197831136,https://www.scopus.com/authid/detail.url?authorId=57197831136,Stanford University
"Lai, Jennifer I.",4,2020,62,15.5,0.89,4,0,2014,56079350100,https://www.scopus.com/authid/detail.url?authorId=56079350100,Dartmouth College
"Kulkarni, Avinash",4,2024,6,1.5,0.35,4,0,2021,57189976406,https://www.scopus.com/authid/detail.url?authorId=57189976406,Dartmouth College
"Mustachio, Lisa Maria",4,2017,126,31.5,0.94,15,0,2012,55265509600,https://www.scopus.com/authid/detail.url?authorId=55265509600,University of Texas MD Anderson Cancer Center
"McNew, Nathan G.",4,2017,11,2.8,0.38,3,0,2013,55772564800,https://www.scopus.com/authid/detail.url?authorId=55772564800,Towson University
"Ball, Perry A.",4,2017,56,14,0.71,18,1,2009,56188067400,https://www.scopus.com/authid/detail.url?authorId=56188067400,Unknown affiliation
"Treumann, Rudolf A.",4,2015,173,43.3,1.06,39,3,1996,7006803573,https://www.scopus.com/authid/detail.url?authorId=7006803573,Ludwig Maximilian University of Munich
"Audu, Christopher O.",4,2017,33,8.3,0.3,11,0,2012,26031944800,https://www.scopus.com/authid/detail.url?authorId=26031944800,"University of Michigan, Ann Arbor"
"Fritschie, Keith J.",4,2018,39,9.8,0.73,7,0,2016,55815683100,https://www.scopus.com/authid/detail.url?authorId=55815683100,University of Washington
"Cox, Kevin C.",4,2024,31,7.8,1.11,3,0,2016,57189660985,https://www.scopus.com/authid/detail.url?authorId=57189660985,Dartmouth College
"McGillen, Petra S.",4,2021,3,0.8,0,1,0,2016,57192948331,https://www.scopus.com/authid/detail.url?authorId=57192948331,Dartmouth College
"Chaudhari, Advaita S.",4,2024,1,0.3,0.21,1,0,2023,58189822200,https://www.scopus.com/authid/detail.url?authorId=58189822200,Dartmouth College
"Henegan, Patricia L.",4,2021,78,19.5,1.36,9,0,2018,51161263200,https://www.scopus.com/authid/detail.url?authorId=51161263200,Unknown affiliation
"Bergamini, Elaina",4,2017,131,32.8,1.54,4,0,2013,55796081000,https://www.scopus.com/authid/detail.url?authorId=55796081000,Dartmouth College
"Raman, Vignesh",4,2016,7,1.8,0.2,18,0,2015,36456399600,https://www.scopus.com/authid/detail.url?authorId=36456399600,Duke University
"Lim, Engbeng",4,2018,13,3.3,1.21,2,1,2014,56342382900,https://www.scopus.com/authid/detail.url?authorId=56342382900,Dartmouth College
"Guill, Margaret F.",4,2023,81,20.3,1.21,4,1,2018,57201682134,https://www.scopus.com/authid/detail.url?authorId=57201682134,Dartmouth College
"Campos-Castillo, Celeste",4,2014,98,24.5,0.88,12,0,2013,55221203800,https://www.scopus.com/authid/detail.url?authorId=55221203800,Michigan State University
"Steinmetz, Heather B.",4,2021,26,6.5,0.48,6,0,2012,55701341100,https://www.scopus.com/authid/detail.url?authorId=55701341100,Dartmouth College
"Pittala, Srivamshi",4,2020,274,68.5,3.24,5,3,2017,57194512903,https://www.scopus.com/authid/detail.url?authorId=57194512903,Unknown affiliation
"Penrod, Nadia M.",4,2014,27,6.8,0.55,7,2,2009,26645135400,https://www.scopus.com/authid/detail.url?authorId=26645135400,Texas A&M University
"O'Connor, Megan Ashley",4,2017,78,19.5,0.95,12,0,2011,37093676500,https://www.scopus.com/authid/detail.url?authorId=37093676500,University of Washington
"Godbersen, J. Claire",4,2017,96,24,0.58,6,0,2015,55929582200,https://www.scopus.com/authid/detail.url?authorId=55929582200,Dartmouth College
"Jung, Kanghoon",4,2019,24,6,0.24,6,0,2013,56596897400,https://www.scopus.com/authid/detail.url?authorId=56596897400,Johns Hopkins University
"O’ Donnell, Joseph F.",4,2015,73,18.3,3.87,3,3,2015,57215867972,https://www.scopus.com/authid/detail.url?authorId=57215867972,Dartmouth College
"Olofson, Andrea M.",4,2019,33,8.3,0.68,6,1,2017,57193208631,https://www.scopus.com/authid/detail.url?authorId=57193208631,University of Florida
"Chau, David T.",4,2015,24,6,0.42,12,1,2010,7004540834,https://www.scopus.com/authid/detail.url?authorId=7004540834,Laureate Institute for Brain Research
"Olmstead, Elaine M.",4,2017,61,15.3,0.77,30,8,1997,7003629467,https://www.scopus.com/authid/detail.url?authorId=7003629467,Unknown affiliation
"Ayubi, Zahra M.S.",4,2023,9,2.3,0.57,2,0,2016,57191106883,https://www.scopus.com/authid/detail.url?authorId=57191106883,Dartmouth College
"Hanissian, Paul D.",4,2024,48,12,0.53,4,0,2005,8570615400,https://www.scopus.com/authid/detail.url?authorId=8570615400,Dartmouth College
"Manning, Harold L.",4,2022,10,2.5,0.13,14,1,1998,7006802732,https://www.scopus.com/authid/detail.url?authorId=7006802732,Unknown affiliation
"Mulligan-Kehoe, Mary Jo",4,2016,308,77,2.21,18,4,1999,6603657669,https://www.scopus.com/authid/detail.url?authorId=6603657669,Dartmouth College
"Saykin, Andrew J.",4,2015,488,122,3.13,119,20,1996,7006442842,https://www.scopus.com/authid/detail.url?authorId=7006442842,Indiana University Bloomington
"Mindiola-Romero, Andres E.",4,2023,17,4.3,0.32,3,0,2020,57211452739,https://www.scopus.com/authid/detail.url?authorId=57211452739,Dartmouth College
"Logan, Michael L.",4,2016,313,78.3,2.56,11,3,2012,55004336300,https://www.scopus.com/authid/detail.url?authorId=55004336300,"University of Nevada, Reno"
"Keller, Thomas",4,2024,21,5.3,0.84,1,0,2022,57290280800,https://www.scopus.com/authid/detail.url?authorId=57290280800,Dartmouth College
"Kesseli, Samuel J.",4,2017,66,16.5,0.6,10,0,2015,56592999300,https://www.scopus.com/authid/detail.url?authorId=56592999300,Duke University
"Zimmerman, Meghan S.",4,2022,95,23.8,6.16,11,2,2021,57214790514,https://www.scopus.com/authid/detail.url?authorId=57214790514,Unknown affiliation
"LaCroix, Ian S.",4,2024,147,36.8,3.05,6,2,2019,57948164000,https://www.scopus.com/authid/detail.url?authorId=57948164000,University of Colorado Anschutz Medical Campus
"Fendrich, Robert M.",4,2021,27,6.8,0.29,19,1,1997,56967909100,https://www.scopus.com/authid/detail.url?authorId=56967909100,Dartmouth College
"Prasad, Aarathi",4,2014,24,6,1.13,8,2,2011,55199962700,https://www.scopus.com/authid/detail.url?authorId=55199962700,Skidmore College
"Castaldo, Mary Ganger",4,2017,82,20.5,1.22,4,1,2015,56662036500,https://www.scopus.com/authid/detail.url?authorId=56662036500,Unknown affiliation
"Fleischer, Lisa K.",4,2016,76,19,2.15,29,8,2006,57206150117,https://www.scopus.com/authid/detail.url?authorId=57206150117,Unknown affiliation
"Grinberg, Oleg Ya",4,2020,55,13.8,1.7,24,3,1996,7003675552,https://www.scopus.com/authid/detail.url?authorId=7003675552,Unknown affiliation
"Zbib, Natalia H.",4,2021,18,4.5,0.48,5,0,2020,57215864607,https://www.scopus.com/authid/detail.url?authorId=57215864607,Dartmouth College
"Bell, Arielle Wilder",4,2021,324,81,1.9,17,1,2017,57192248890,https://www.scopus.com/authid/detail.url?authorId=57192248890,Northwestern University
"Petrenko, Chelsea L.",4,2017,69,17.3,0.82,4,0,2015,56897204700,https://www.scopus.com/authid/detail.url?authorId=56897204700,Dartmouth College
"Zhou, Jie",4,2023,7,1.8,0.34,2,0,2020,57219340772,https://www.scopus.com/authid/detail.url?authorId=57219340772,Dartmouth College
"Guill, Marshall A.",4,2020,9,2.3,0.17,6,0,2018,7003283707,https://www.scopus.com/authid/detail.url?authorId=7003283707,Unknown affiliation
"Biermann, Amy R.",4,2022,79,19.8,0.89,3,0,2018,57204705758,https://www.scopus.com/authid/detail.url?authorId=57204705758,Dartmouth College
"Richards, Haley R.",4,2023,80,20,0.93,2,0,2020,57217278920,https://www.scopus.com/authid/detail.url?authorId=57217278920,Dartmouth College
"Nasir-Moin, Mustafa",4,2022,65,16.3,2.83,6,1,2020,57219328788,https://www.scopus.com/authid/detail.url?authorId=57219328788,New York University
"Mare, Shrirang",4,2019,125,31.3,3.33,10,4,2010,36086600600,https://www.scopus.com/authid/detail.url?authorId=36086600600,Western Washington University
"Thyagarajan, B.",4,2024,13,3.3,0.31,3,0,2021,57220950518,https://www.scopus.com/authid/detail.url?authorId=57220950518,Austrian Academy of Sciences
"Bhandari, Rajan",4,2022,65,16.3,1.07,3,1,2020,57216483304,https://www.scopus.com/authid/detail.url?authorId=57216483304,Dartmouth College
"Yu, Qing",4,2019,113,28.3,1.2,14,0,2016,57189890048,https://www.scopus.com/authid/detail.url?authorId=57189890048,Unknown affiliation
"Miller, Catherine K.",4,2024,36,9,1.03,3,0,2021,57223386072,https://www.scopus.com/authid/detail.url?authorId=57223386072,Dartmouth College
