,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
100,WOS:000365240200001,Modeling the consequences of the demise and potential recovery of a keystone-species: wild rabbits and avian scavengers in Mediterranean landscapes,"Cortés-Avizanda, A; Colomer, MA; Margalida, A; Ceballos, O; Donázar, JA",O-3248-2019; O-2909-2015; AAG-5337-2020; ERV-9802-2022; GBI-0418-2022,2015,SCIENTIFIC REPORTS,5,,,12,10.1038/srep17033,2045-2322,,,30,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000365240200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000365240200001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000365240200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000365240200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
101,WOS:000382615800003,Evolution of Gene Regulation in Humans,"Reilly, SK; Noonan, JP",MXV-7297-2025; ABF-1320-2021,2016,"ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS, VOL 17",17,45,67,23,10.1146/annurev-genom-090314-045935,1527-8204,1545-293X,,41,gene expression; development; epigenetics; genome editing; human accelerated regions; induced pluripotent stem cell; ipsc,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000382615800003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000382615800003&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000382615800003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000382615800003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
102,WOS:000457909800005,Challenges of the urban peripheral landscapes,"Lima, CPCD; Boucinhas, C",LKH-1765-2024; EQN-0563-2022,2016,URBE-REVISTA BRASILEIRA DE GESTAO URBANA,8,61,76,16,10.1590/2175-3369.008.001.SE04,2175-3369,,,0,landscape pedagogy; peripheral landscapes; participatory process; public parks,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000457909800005&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000457909800005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000457909800005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
103,WOS:000369997200007,"Drivers of red fox (<i>Vulpes vulpes</i>) daily activity: prey availability, human disturbance or habitat structure?","Díaz-Ruiz, F; Caro, J; Delibes-Mateos, M; Arroyo, B; Ferreras, P",A-7741-2015; EPD-4305-2022; F-8733-2014; A-3504-2013; A-6017-2009,2016,JOURNAL OF ZOOLOGY,298,128,138,11,10.1111/jzo.12294,0952-8369,1469-7998,,111,activity patterns; behavioral plasticity; camera trap; circadian rhythms; human disturbance; predator control; red fox,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369997200007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369997200007&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369997200007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369997200007&DestLinkType=RelatedRecords&DestApp=WOS_CPL
104,WOS:000369084600005,Identification of Patients with Recurrent Glioblastoma Who May Benefit from Combined Bevacizumab and CCNU Therapy: A Report from the BELOB Trial,"Erdem-Eraslan, L; van den Bent, MJ; Hoogstrate, Y; Naz-Khan, H; Stubbs, A; van der Spek, P; Böttcher, R; Gao, Y; de Wit, M; Taal, W; Oosterkamp, HM; Walenkamp, A; Beerepoot, LV; Hanse, MCJ; Buter, J; Honkoop, AH; van der Holt, B; Vernhout, RM; Smitt, PAES; Kros, JM; French, PJ",CPM-7282-2022; JPK-6126-2023; DVN-8204-2022; FNH-8732-2022; NWH-3340-2025; GCA-7339-2022; A-5514-2015; ETM-4508-2022; EUA-9745-2022; GCF-4196-2022; DLA-7251-2022; HJY-5869-2023; FZV-9844-2022; CSQ-5886-2022; EOD-7422-2022; FCQ-2928-2022; DXN-6772-2022; None; FZI-6103-2022; DXD-8317-2022; GER-7634-2022,2016,CANCER RESEARCH,76,525,534,10,10.1158/0008-5472.CAN-15-0776,0008-5472,1538-7445,,81,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369084600005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369084600005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369084600005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000369084600005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
105,WOS:000367774400173,Crabs tell the difference - Relating trace metal content with land use and landscape attributes,"Alvaro, NV; Neto, AI; Couto, RP; Azevedo, JMN; Rodrigues, AS",E-4649-2010; C-1505-2010; A-2653-2010; C-1504-2010; M-8200-2013,2016,CHEMOSPHERE,144,1377,1383,7,10.1016/j.chemosphere.2015.10.022,0045-6535,1879-1298,,21,heavy metals; volcanic islands; decapods; indicators; coastal areas,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000367774400173&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000367774400173&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000367774400173&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000367774400173&DestLinkType=RelatedRecords&DestApp=WOS_CPL
106,WOS:000373537200011,"""You kill the dam, you are killing a part of me"": Dam removal and the environmental politics of river restoration","Fox, CA; Magilligan, FJ; Sneddon, CS",DUC-0420-2022; GBK-6833-2022; DTV-2319-2022,2016,GEOFORUM,70,93,104,12,10.1016/j.geoforum.2016.02.013,0016-7185,1872-9398,,100,dam removal; river restoration; political ecology; environmental politics; weir removal,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373537200011&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373537200011&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373537200011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373537200011&DestLinkType=RelatedRecords&DestApp=WOS_CPL
107,WOS:000373549500007,Urban population looking for rural landscapes: Different appreciation patterns identified in Southern Europe,"Almeida, M; Loupa-Ramos, I; Menezes, H; Carvalho-Ribeiro, S; Guiomar, N; Pinto-Correia, T",ENK-6577-2022; O-2535-2015; DHN-9318-2022; K-8068-2016; I-1572-2019; AAX-1198-2020,2016,LAND USE POLICY,53,44,55,12,10.1016/j.landusepol.2015.09.025,0264-8377,1873-5754,,48,rural landscape; urban population; landscape preferences; land cover; regional policy; alentejo region,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373549500007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373549500007&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373549500007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000373549500007&DestLinkType=RelatedRecords&DestApp=WOS_CPL
108,WOS:000375222100033,THE FUNCTION OF PLANTATION FORESTRY IN LANDSCAPE CONNECTIVITY,"Cabarga-Varona, A; Arroyo, NL; Nogués, S",EMR-5571-2022; FZO-9094-2022; O-4375-2014,2016,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,14,527,542,16,10.15666/aeer/1402_527542,1589-1623,1785-0037,,9,eucalyptus globulus; afforestation; graph-theory; fragmentation; forest management,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000375222100033&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000375222100033&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000375222100033&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000375222100033&DestLinkType=RelatedRecords&DestApp=WOS_CPL
109,WOS:000376066800006,"Surface surveying in high mountain areas, is it possible? Some methodological considerations","Ballbè, EG; Conte, IC; Mazzucco, N; Casas, DG; Gómez, LO; Antón, DR",C-6639-2012; GCM-6435-2022; O-8640-2015; AAI-2678-2020; CRR-8935-2022; ABA-7286-2021,2016,QUATERNARY INTERNATIONAL,402,35,45,11,10.1016/j.quaint.2015.09.103,1040-6182,1873-4553,,21,mountain archaeology; archaeological survey; pastoralism; pyrenees,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000376066800006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000376066800006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000376066800006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000376066800006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
110,WOS:000377304002109,"ENGAGEMENT, THE THIRD CORE FUNCTION OF HIGHER EDUCATION: NELSON MANDELA METROPOLITAN UNIVERSITY (NMMU) - A CASE STUDY IN CREATING AN ENABLING ENVIRONMENT FOR HIGHER EDUCATION ENGAGEMENT AT A COMPREHENSIVE UNIVERSITY IN SOUTH AFRICA","du Plooy, B",GDI-0941-2022,2015,"ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION",,2699,2713,15,,2340-1095,,,0,higher education; engagement; south africa; community engagement,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000377304002109&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000377304002109&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000377304002109&DestLinkType=RelatedRecords&DestApp=WOS_CPL
111,WOS:000379263100008,Assessing the extinction risk of the great bustard <i>Otis tarda</i> in Africa,"Palacín, C; Martín, B; Onrubia, A; Alonso, JC",F-1547-2018; E-8478-2016; KHB-0369-2024; C-9974-2012,2016,ENDANGERED SPECIES RESEARCH,30,73,82,10,10.3354/esr00726,1863-5407,1613-4796,,9,bustards; extinction; farmland birds; global change; morocco; peripheral population,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000379263100008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000379263100008&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000379263100008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000379263100008&DestLinkType=RelatedRecords&DestApp=WOS_CPL
112,WOS:000381225700001,Comparative genomics and transcriptomics of <i>Pichia pastoris</i>,"Love, KR; Shah, KA; Whittaker, CA; Wu, J; Bartlett, MC; Ma, DD; Leeson, RL; Priest, M; Borowsky, J; Young, SK; Love, JC",FOM-5049-2022; M-3953-2015; IQX-1885-2023; I-3755-2014; CET-5781-2022; FMP-8032-2022; DDD-2638-2022; FPL-2735-2022; CFF-7913-2022; IIA-1617-2023; DXN-1106-2022,2016,BMC GENOMICS,17,,,17,10.1186/s12864-016-2876-y,1471-2164,,,62,rna-seq; transcriptome; pichia pastoris; komagataella pastoris; komagataella phaffii; self-organizing maps (soms); cultivation dependent expression; secretome; gene set enrichment analysis (gsea),https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000381225700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000381225700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000381225700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000381225700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
113,WOS:000383943700008,A critical portrait of hate crime/incident reporting in North East England: The value of statistical data and the politics of recording in an age of austerity,"Clayton, J; Donovan, C; Macdonald, SJ",IUN-0228-2023; JUJ-5994-2023; DZB-3310-2022,2016,GEOFORUM,75,64,74,11,10.1016/j.geoforum.2016.07.001,0016-7185,1872-9398,,24,hate crime/incidents; third party reporting; data collection; politics of recording; austerity,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000383943700008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000383943700008&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000383943700008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000383943700008&DestLinkType=RelatedRecords&DestApp=WOS_CPL
114,WOS:000384455100003,Recovering the Human in Human Rights,"Meyers, DT",FPP-8169-2022,2016,LAW CULTURE AND THE HUMANITIES,12,474,484,11,10.1177/1743872114528440,1743-8721,1743-9752,,5,john locke; human rights; victims; perpetrators; agency; vulnerability,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000384455100003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000384455100003&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000384455100003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000384455100003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
115,WOS:000389133200037,"Phenomena and Social Issues in Waters Amazon: Senses, Perceptions, and Social Representations","Agra, KLD",CBY-6888-2022,2016,DESENVOLVIMENTO E MEIO AMBIENTE,38,703,723,21,10.5380/dma.v38i0.45001,1518-952X,2176-9109,,0,sense; water; amazon; logic of the community,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389133200037&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389133200037&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389133200037&DestLinkType=RelatedRecords&DestApp=WOS_CPL
116,WOS:000821007600035,Against a 'humanizing' prison cinema <i>The Prison in Twelve Landscapes</i> and the politics of abolition imagery,"Story, B",CDG-1499-2022,2017,ROUTLEDGE INTERNATIONAL HANDBOOK OF VISUAL CRIMINOLOGY,,455,465,11,,,,978-1-138-88863-0,6,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000821007600035&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000821007600035&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000821007600035&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000821007600035&DestLinkType=RelatedRecords&DestApp=WOS_CPL
117,WOS:000453848100005,Roost selection by synanthropic bats in rural Madagascar: what makes non-traditional structures so tempting?,"López-Baucells, A; Rocha, R; Andriatafika, Z; Tojosoa, T; Kemp, J; Forbes, KM; Cabeza, M",H-6562-2019; AAM-3749-2021; None; GFB-1170-2022; DWB-4285-2022; EVP-0490-2022; ABC-4297-2020,2017,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,28,28,35,8,10.4404/hystrix-28.1-12046,0394-1914,1825-5272,,21,chiroptera; conservation; east africa; human-wildlife conflict; molossidae; synanthropy,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000453848100005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000453848100005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000453848100005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000453848100005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
118,WOS:000389636000098,"Targeted NGS, array-CGH, and patient-derived tumor xenografts for precision medicine in advanced breast cancer: a single-center prospective study","Gonçalves, A; Bertucci, F; Guille, A; Garnier, S; Adelaide, J; Carbuccia, N; Cabaud, O; Finetti, P; Brunelle, S; Piana, G; Tomassin-Piana, J; Paciencia, M; Lambaudie, E; Popovici, C; Sabatier, R; Tarpin, C; Provansal, M; Extra, JM; Eisinger, F; Sobol, H; Viens, P; Lopez, M; Ginestier, C; Charafe-Jauffret, E; Chaffanet, M; Birnbaum, D",JNH-7906-2023; GAH-7050-2022; GZG-1785-2022; ABB-7342-2021; O-4390-2017; O-4459-2017; CGP-4924-2022; DUU-1265-2022; CIE-3990-2022; FQK-7642-2022; CCW-5011-2022; FPS-0698-2022; DBX-6350-2022; A-2027-2009; K-5816-2017; CCQ-6968-2022; DMF-4224-2022; EXI-4275-2022; GAI-8122-2022; DTF-9626-2022; Q-8499-2018; DEK-2686-2022; M-8828-2017; P-6009-2017; AAU-5743-2020; DWE-4262-2022,2016,ONCOTARGET,7,79414,79427,14,10.18632/oncotarget.12714,,1949-2553,,13,precision medicine; advanced breast cancer; ngs; cgh; patient-derived xenograft,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389636000098&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389636000098&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389636000098&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000389636000098&DestLinkType=RelatedRecords&DestApp=WOS_CPL
119,WOS:000390595600007,Advances in RNAi therapeutic delivery to leukocytes using lipid nanoparticles,"Ramishetti, S; Landesman-Milo, D; Peer, D",DMO-0456-2022; FFD-8564-2022; A-1785-2011,2016,JOURNAL OF DRUG TARGETING,24,780,786,7,10.3109/1061186X.2016.1172587,1061-186X,1029-2330,,30,ionizable lipids; leukocytes; lipid nanoparticles; microfluidic mixing; sirna,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390595600007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390595600007&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390595600007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390595600007&DestLinkType=RelatedRecords&DestApp=WOS_CPL
120,WOS:000390548900006,How domesticity dictates behaviour in the birth space: Lessons for designing birth environments in institutions wanting to promote a positive experience of birth,"Mondy, T; Fenwick, J; Leap, N; Foureur, M",DHW-8091-2022; FXZ-7430-2022; FGX-9904-2022; ABC-2997-2021,2016,MIDWIFERY,43,37,47,11,10.1016/j.midw.2016.10.009,0266-6138,1532-3099,,30,birth; space; domesticity; midwives; ownership; design,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390548900006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390548900006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390548900006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000390548900006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
